Year,Name,First Name,Last Name,Position,Height (Inches),Weight (Pounds),Forty Yard Dash (Seconds),Vertical Leap (Inches),Broad Jump (Inches),Round,Pick,College
2000,Manuia Savea,Manuia,Savea,OG,74,308,5.34,25,92,7,207,Arizona
2000,Gari Scott,Gari,Scott,WR,73,194,4.59,33.5,119,4,99,Michigan State
2000,Tony Scott,Tony,Scott,CB,70,193,4.5,34,115,6,179,North Carolina State
2000,Richard Seals,Richard,Seals,DT,74,316,5.13,28.5,102,7,218,Utah
2000,Aaron Shea,Aaron,Shea,FB,76,253,4.81,37.5,114,4,110,Michigan
2000,Jacoby Shepherd,Jacoby,Shepherd,CB,74,195,4.53,35,120,2,62,Oklahoma State
2000,Wes Shivers,Wes,Shivers,OT,78,318,5.65,22.5,98,7,237,Mississippi State
2000,Mark Simoneau,Mark,Simoneau,OLB,73,237,4.6,36,117,3,67,Kansas State
2000,Peter Sirmon,Peter,Sirmon,ILB,74,246,4.84,34.5,115,4,128,Oregon
2000,T.J. Slaughter,T.J.,Slaughter,ILB,73,247,4.87,30,112,3,92,Southern Miss
2000,Marvel Smith,Marvel,Smith,OT,77,320,5.37,27.5,100,2,38,Arizona State
2000,Terrelle Smith,Terrelle,Smith,FB,73,249,5,32.5,109,4,96,Arizona State
2000,Dave Stachelski,Dave,Stachelski,TE,75,250,4.78,38,115,5,141,Boise State
2000,Shyrone Stith,Shyrone,Stith,RB,68,204,4.6,35,111,7,243,Virginia Tech
2000,Mark Tauscher,Mark,Tauscher,OG,76,318,5.37,27,90,7,224,Wisconsin
2000,Shannon Taylor,Shannon,Taylor,OLB,75,249,4.65,34.5,115,6,184,Virginia
2000,Travis Taylor,Travis,Taylor,WR,73,199,4.43,37,118,1,10,Florida
2000,Adalius Thomas,Adalius,Thomas,DE,75,270,4.56,38.5,120,6,186,Southern Miss
2000,Jason Thomas,Jason,Thomas,OG,76,300,5.22,29.5,100,7,222,Hampton
2000,Michael Thompson,Michael,Thompson,OT,77,305,5.28,26,104,4,100,Tennessee State
2000,Travares Tillman,Travares,Tillman,FS,73,194,4.6,37.5,123,2,58,Georgia Tech
2000,Mao Tosi,Mao,Tosi,DT,77,310,5.26,28.5,99,5,136,Idaho
2000,Jeff Ulbrich,Jeff,Ulbrich,ILB,73,249,4.65,32,109,3,86,Hawaii
2000,Brian Urlacher,Brian,Urlacher,OLB,76,258,4.59,34,122,1,9,New Mexico
2000,Darrick Vaughn,Darrick,Vaughn,CB,71,196,4.53,36.5,121,7,211,Texas State University
2000,Todd Wade,Todd,Wade,OT,80,326,5.22,27.5,101,2,53,Mississippi
2000,Troy Walters,Troy,Walters,WR,67,171,4.55,32.5,106,5,165,Stanford
2000,Steve Warren,Steve,Warren,DT,73,307,5.1,30.5,105,3,74,Nebraska
2000,Marcus Washington,Marcus,Washington,OLB,75,252,4.67,35,118,2,59,Auburn
2000,Jason Webster,Jason,Webster,CB,69,180,4.42,35.5,122,2,48,Texas A&M
2000,James Whalen,James,Whalen,TE,75,228,4.78,31,110,5,157,Kentucky
2000,Austin Wheatley,Austin,Wheatley,TE,76,254,4.66,32.5,121,5,158,Iowa
2000,Dez White,Dez,White,WR,73,218,4.62,37.5,124,3,69,Georgia Tech
2000,James Williams,James,Williams,WR,71,180,4.59,36,123,6,175,Marshall
2000,Josh Williams,Josh,Williams,DT,76,282,4.9,30.5,111,4,122,Michigan
2000,Cedric Woodard,Cedric,Woodard,DT,75,290,5.21,30.5,109,6,191,Texas
2000,Spergon Wynn,Spergon,Wynn,QB,76,229,4.91,34,108,6,183,Texas State University
2000,Brian Young,Brian,Young,DE,75,278,4.94,29.5,106,5,139,UTEP
2001,Dan Alexander,Dan,Alexander,FB,73,257,4.47,34,115,6,192,Nebraska
2001,Will Allen,Will,Allen,CB,71,192,4.44,39.5,121,1,22,Syracuse
2001,Scotty Anderson,Scotty,Anderson,WR,74,184,4.57,34.5,115,5,148,Grambling State
2001,Billy Baber,Billy,Baber,TE,76,255,4.76,33,106,5,141,Virginia
2001,Jeff Backus,Jeff,Backus,OT,78,310,5.37,27,99,1,18,Michigan
2001,Alex Bannister,Alex,Bannister,WR,77,201,4.47,30.5,110,5,140,Eastern Kentucky
2001,Idrees Bashir,Idrees,Bashir,FS,74,206,4.56,40,126,2,37,Memphis
2001,Gary Baxter,Gary,Baxter,CB,74,204,4.53,37.5,122,2,62,Baylor
2001,Monty Beisel,Monty,Beisel,DE,76,270,4.83,34.5,110,4,107,Kansas State
2001,Kendrell Bell,Kendrell,Bell,ILB,73,234,4.64,38.5,124,2,39,Georgia
2001,Eddie Berlin,Eddie,Berlin,WR,73,191,4.43,39.5,122,5,159,Northern Iowa
2001,Harold Blackmon,Harold,Blackmon,CB,73,210,4.54,37,121,7,210,Northwestern
2001,Josh Booty,Josh,Booty,QB,75,221,4.9,29.5,105,6,172,LSU
2001,James Boyd,James,Boyd,SS,71,207,4.59,32.5,117,3,94,Penn State
2001,Drew Brees,Drew,Brees,QB,73,213,4.83,32,105,2,32,Purdue
2001,Sean Brewer,Sean,Brewer,TE,76,255,4.73,36,117,3,66,San Jose State
2001,Derrick Burgess,Derrick,Burgess,DE,75,264,4.92,40,125,3,63,Mississippi
2001,Jerametrius Butler,Jerametrius,Butler,CB,70,173,4.57,36,121,5,145,Kansas State
2001,John Capel,John,Capel,WR,71,177,4.39,36.5,126,7,208,Florida
2001,Robert Carswell,Robert,Carswell,FS,73,214,4.59,34,106,7,244,Clemson
2001,Andre Carter,Andre,Carter,DE,77,249,4.84,38.5,132,1,7,California
2001,Jonathan Carter,Jonathan,Carter,WR,73,180,4.35,42.5,134,5,162,Troy
2001,Quincy Carter,Quincy,Carter,QB,74,225,4.58,35.5,113,2,53,Georgia
2001,Quinton Caver,Quinton,Caver,ILB,76,227,4.67,37.5,118,2,55,Arkansas
2001,Chris Chambers,Chris,Chambers,WR,73,210,4.33,45,134,2,52,Wisconsin
2001,Patrick Chukwurah,Patrick,Chukwurah,OLB,74,238,4.77,40,119,5,157,Wyoming
2001,Jameel Cook,Jameel,Cook,FB,70,226,4.8,29.5,108,6,174,Illinois
2001,Chris Cooper,Chris,Cooper,DE,77,272,4.95,35.5,114,6,184,Nebraska-Omaha
2001,Jarrod Cooper,Jarrod,Cooper,SS,73,222,4.45,41.5,130,5,143,Kansas State
2001,Rick Crowell,Rick,Crowell,OLB,75,242,5.03,31,109,6,188,Colorado State
2001,Alge Crumpler,Alge,Crumpler,TE,75,266,4.76,34,112,2,35,North Carolina
2001,Ennis Davis,Ennis,Davis,DT,76,302,5.1,27.5,99,7,221,USC
2001,Leonard Davis,Leonard,Davis,OT,78,370,5.32,28,105,1,2,Texas
2001,Rick DeMulling,Rick,DeMulling,OG,76,307,5.24,31.5,106,7,220,Idaho
2001,Ryan Diem,Ryan,Diem,OT,79,338,5.13,34,102,4,118,Northern Illinois
2001,Tony Dixon,Tony,Dixon,SS,73,213,4.63,37,117,2,56,Alabama
2001,Shawn Draper,Shawn,Draper,OG,76,303,5.3,32,110,5,156,Alabama
2001,Heath Evans,Heath,Evans,FB,73,246,4.56,34.5,111,3,82,Auburn
2001,Robert Ferguson,Robert,Ferguson,WR,73,205,4.48,36.5,120,2,41,Texas A&M
2001,Dauntae Finger,Dauntae,Finger,TE,76,262,5.09,33.5,103,7,205,North Carolina
2001,Richmond Flowers,Richmond,Flowers,WR,71,195,4.55,35.5,114,7,235,Chattanooga
2001,Kynan Forney,Kynan,Forney,OG,75,312,5.28,27,97,7,219,Hawaii
2001,Curtis Fuller,Curtis,Fuller,FS,70,186,4.45,36,114,4,127,TCU
2001,Mike Gandy,Mike,Gandy,OG,77,305,5.2,30.5,103,3,68,Notre Dame
2001,Roberto Garza,Roberto,Garza,OC,74,303,5,32.5,114,4,99,Texas A&M-Kingsville
2001,Jason Glenn,Jason,Glenn,OLB,73,236,4.94,36,115,6,173,Texas A&M
2001,Morlon Greenwood,Morlon,Greenwood,OLB,73,237,4.69,33.5,112,3,88,Syracuse
2001,Corey Hall,Corey,Hall,FS,76,198,4.5,36.5,127,7,215,Appalachian State
2001,Ben Hamilton,Ben,Hamilton,OC,77,303,5.26,33.5,106,4,113,Minnesota
2001,Shaunard Harts,Shaunard,Harts,SS,73,200,4.56,34.5,119,7,212,Boise State
2001,Edgerton Hartwell,Edgerton,Hartwell,ILB,73,250,4.86,36.5,114,4,126,Western Illinois
2001,Reggie Hayward,Reggie,Hayward,DE,77,255,4.91,41,127,3,87,Iowa State
2001,Jamie Henderson,Jamie,Henderson,CB,74,202,4.48,40.5,125,4,101,Georgia
2001,Anthony Henry,Anthony,Henry,CB,73,198,4.6,41,126,4,97,South Florida
2001,Josh Heupel,Josh,Heupel,QB,74,215,4.85,37.5,114,6,177,Oklahoma
2001,Renaldo Hill,Renaldo,Hill,CB,71,178,4.68,35.5,116,7,202,Michigan State
2001,Russ Hochstein,Russ,Hochstein,OG,76,300,5.4,26.5,95,5,151,Nebraska
2001,Sedrick Hodge,Sedrick,Hodge,OLB,76,244,4.49,32,120,3,70,North Carolina
2001,Jabari Holloway,Jabari,Holloway,TE,75,253,4.91,38.5,113,4,119,Notre Dame
2001,Menson Holloway,Menson,Holloway,DE,74,284,4.9,34.5,111,6,191,UTEP
2001,Rashad Holman,Rashad,Holman,CB,71,186,4.58,42,129,6,179,Louisville
2001,John Howell,John,Howell,FS,73,204,4.64,37,121,4,117,Colorado State
2001,Steve Hutchinson,Steve,Hutchinson,OG,77,315,5.15,33.5,106,1,17,Michigan
2001,Cedric James,Cedric,James,WR,74.25,204,4.49,43,134,4,131,TCU
2001,Michael Jameson,Michael,Jameson,FS,73,186,4.5,34.5,118,6,165,Texas A&M
2001,Kris Jenkins,Kris,Jenkins,DT,77,316,5.19,31,108,2,44,Maryland
2001,Jonas Jennings,Jonas,Jennings,OT,76,334,5.31,29.5,107,3,95,Georgia
2001,Chad Johnson,Chad,Johnson,WR,73,192,4.57,33,108,2,36,Oregon State
2001,Bhawoh Jue,Bhawoh,Jue,CB,73,199,4.54,34.5,113,3,71,Penn State
2001,Kevin Kasper,Kevin,Kasper,WR,73,199,4.42,43.5,126,6,190,Iowa
2001,Eric Kelly,Eric,Kelly,CB,71,199,4.46,36,119,3,69,Kentucky
2001,Ross Kolodziej,Ross,Kolodziej,DE,75,290,4.87,34.5,111,7,230,Wisconsin
2001,George Layne,George,Layne,FB,73,242,4.59,32,115,4,108,TCU
2001,Matt Lehr,Matt,Lehr,OG,74,290,5.28,31.5,106,5,137,Virginia Tech
2001,Victor Leyva,Victor,Leyva,OG,76,313,5.33,30,105,5,135,Arizona State
2001,Alex Lincoln,Alex,Lincoln,ILB,73,251,4.77,35,111,7,209,Auburn
2001,Brandon Manumaleuna,Brandon,Manumaleuna,TE,74,275,4.99,30,106,4,129,Arizona
2001,David Martin,David,Martin,WR,76,242,4.76,37,127,6,198,Tennessee
2001,Justin McCareins,Justin,McCareins,WR,74,209,4.51,41,129,4,124,Northern Illinois
2001,Quentin McCord,Quentin,McCord,WR,70,191,4.48,36.5,112,7,236,Kentucky
2001,Marlon McCree,Marlon,McCree,SS,71,197,4.62,38,117,7,233,Kentucky
2001,Kareem McKenzie,Kareem,McKenzie,OT,78,328,5.33,33,103,3,79,Penn State
2001,Mike McMahon,Mike,McMahon,QB,75,207,4.57,37.5,124,5,149,Rutgers
2001,Shad Meier,Shad,Meier,TE,77,256,4.85,34,113,3,90,Kansas State
2001,Dwayne Missouri,Dwayne,Missouri,DE,77,258,5.03,38,116,7,231,Northwestern
2001,Freddie Mitchell,Freddie,Mitchell,WR,73,185,4.46,39.5,120,1,25,UCLA
2001,Mario Monds,Mario,Monds,DT,75,342,5.04,28.5,99,6,186,Cincinnati
2001,Leonard Myers,Leonard,Myers,CB,70,190,4.65,37,120,6,200,Miami (FL)
2001,Bobby Newcombe,Bobby,Newcombe,WR,71,195,4.53,37,117,6,166,Nebraska
2001,Mathias Nkwenti,Mathias,Nkwenti,OG,76,293,5.57,35.5,113,4,111,Temple
2001,Dennis Norman,Dennis,Norman,OG,76,305,5.16,35,107,7,222,Princeton
2001,Moran Norris,Moran,Norris,FB,73,250,4.63,31,114,4,115,Kansas
2001,Chukky Okobi,Chukky,Okobi,OC,73,316,5.27,32.5,103,5,146,Purdue
2001,Dan OLeary,Dan,OLeary,TE,76,252,5.02,32,113,6,195,Notre Dame
2001,Jesse Palmer,Jesse,Palmer,QB,74,231,4.78,35.5,112,4,125,Florida
2001,Jeremiah Pharms,Jeremiah,Pharms,OLB,73,257,4.91,32.5,106,5,134,Washington
2001,Dominic Raiola,Dominic,Raiola,OC,74,307,5.13,33,108,2,50,Nebraska
2001,Mike Roberg,Mike,Roberg,TE,77,256,4.75,34.5,117,7,227,Idaho
2001,Bernard Robertson,Bernard,Robertson,OG,75,308,5.24,30,106,5,138,Tulane
2001,Koren Robinson,Koren,Robinson,WR,74,211,4.61,38.5,123,1,9,North Carolina State
2001,Sage Rosenfels,Sage,Rosenfels,QB,77,228,4.74,34,107,4,109,Iowa State
2001,Aaron Schobel,Aaron,Schobel,DE,76,263,4.75,38,119,2,46,TCU
2001,Carey Scott,Carey,Scott,CB,71,208,4.65,30,113,6,189,Kentucky State
2001,Cedric Scott,Cedric,Scott,DE,78,281,4.86,35.5,107,4,114,Southern Miss
2001,Elliot Silvers,Elliot,Silvers,OT,79,348,5.43,31.5,99,5,132,Washington
2001,Dwight Smith,Dwight,Smith,CB,70,212,4.51,33.5,114,3,84,Akron
2001,Justin Smith,Justin,Smith,DE,76,267,4.64,34,117,1,4,Missouri
2001,Kenny Smith,Kenny,Smith,DT,76,299,5.24,30,100,3,81,Alabama
2001,Steve Smith,Steve,Smith,WR,69,184,4.41,38.5,121,3,74,Utah
2001,Brandon Spoon,Brandon,Spoon,ILB,75,245,4.75,35.5,110,4,110,North Carolina
2001,Markus Steele,Markus,Steele,OLB,75,232,4.62,33,119,4,122,USC
2001,Daleroy Stewart,Daleroy,Stewart,DT,76,309,4.9,33,110,6,171,Southern Miss
2001,Matt Stewart,Matt,Stewart,OLB,76,236,4.74,37,117,4,102,Vanderbilt
2001,Tony Stewart,Tony,Stewart,TE,78,256,4.96,35.5,109,5,147,Penn State
2001,Michael Stone,Michael,Stone,CB,71,191,4.51,41,127,2,54,Memphis
2001,Marcus Stroud,Marcus,Stroud,DT,78,321,5.13,30,110,1,13,Georgia
2001,Alex Sulfsted,Alex,Sulfsted,OG,76,312,5.3,30.5,96,6,176,Miami (OH)
2001,Marques Sullivan,Marques,Sullivan,OT,77,338,5.32,30.5,98,5,144,Illinois
2001,Joe Tafoya,Joe,Tafoya,DE,76,269,4.91,33,109,7,234,Arizona
2001,Chris Taylor,Chris,Taylor,WR,71,183,4.4,35.5,115,7,218,Texas A&M
2001,Paul Toviessi,Paul,Toviessi,DE,78,260,4.78,33.5,120,2,51,Marshall
2001,Marques Tuiasosopo,Marques,Tuiasosopo,QB,73,223,4.71,35.5,115,2,59,Washington
2001,Kyle Vanden Bosch,Kyle,Vanden Bosch,DE,76,270,4.75,36.5,119,2,34,Nebraska
2001,Kenyatta Walker,Kenyatta,Walker,OT,77,311,5.17,31.5,109,1,14,Florida
2001,Raymond Walls,Raymond,Walls,CB,71,176,4.51,39,124,5,152,Southern Miss
2001,Chad Ward,Chad,Ward,OG,77,321,5.23,32.5,99,6,170,Washington
2001,Eric Westmoreland,Eric,Westmoreland,OLB,73,236,4.63,36.5,115,3,73,Tennessee
2001,Brock Williams,Brock,Williams,CB,70,183,4.46,42.5,130,3,86,Notre Dame
2001,Jimmy Williams,Jimmy,Williams,CB,70,188,4.58,36,120,6,196,Vanderbilt
2001,Louis Williams,Louis,Williams,OG,77,299,5.48,28.5,103,7,211,LSU
2001,Adrian Wilson,Adrian,Wilson,SS,75,213,4.53,39.5,120,3,64,North Carolina State
2001,Cedrick Wilson,Cedrick,Wilson,WR,70,179,4.48,38,123,6,169,Tennessee
2001,Jamie Winborn,Jamie,Winborn,ILB,71,229,4.63,35.5,111,2,47,Vanderbilt
2001,Floyd Womack,Floyd,Womack,OG,76,345,5.57,29.5,97,4,128,Mississippi State
2001,Shawn Worthen,Shawn,Worthen,DT,73,310,5.18,30,103,4,130,TCU
2002,Brian Allen,Brian,Allen,RB,69,209,4.46,33,112,6,204,Stanford
2002,James Allen,James,Allen,OLB,75,240,4.62,38,126,3,82,Oregon State
2002,Matt Anderle,Matt,Anderle,OT,78,327,5.5,29,104,6,178,Minnesota
2002,Marques Anderson,Marques,Anderson,SS,71,213,4.5,39.5,127,3,92,UCLA
2002,Akin Ayodele,Akin,Ayodele,OLB,74,257,4.81,35,121,3,89,Purdue
2002,Chris Baker,Chris,Baker,TE,75,258,4.81,35,112,3,88,Michigan State
2002,Clenton Ballard,Clenton,Ballard,DT,75,313,5.18,26.5,93,6,180,Texas State University
2002,Mike Banks,Mike,Banks,TE,76,260,4.84,31.5,104,7,223,Iowa State
2002,Justin Bannan,Justin,Bannan,DT,75,300,5,29,99,5,139,Colorado
2002,Rashad Bauman,Rashad,Bauman,CB,68,186,4.44,39,118,3,79,Oregon
2002,Jarrod Baxter,Jarrod,Baxter,FB,73,245,4.7,32.5,116,5,136,New Mexico
2002,Chad Beasley,Chad,Beasley,DT,78,303,5.15,31.5,104,7,218,Virginia Tech
2002,Tony Beckham,Tony,Beckham,CB,73,195,4.37,34.5,121,4,115,Wisc. Stout
2002,Kevin Bentley,Kevin,Bentley,OLB,73,243,4.68,39,120,4,101,Northwestern
2002,LeCharles Bentley,LeCharles,Bentley,OC,75,299,5.19,25.5,103,2,44,Ohio State
2002,Rocky Bernard,Rocky,Bernard,DT,76,294,4.96,33,108,5,146,Texas A&M
2002,Ladell Betts,Ladell,Betts,RB,71,220,4.62,38,116,2,56,Iowa
2002,Terreal Bierria,Terreal,Bierria,FS,75,216,4.61,36,130,4,120,Georgia
2002,Rocky Boiman,Rocky,Boiman,OLB,76,242,4.6,35,122,4,133,Notre Dame
2002,Deion Branch,Deion,Branch,WR,69,191,4.47,36,117,2,65,Louisville
2002,Sam Brandon,Sam,Brandon,FS,74,199,4.66,36.5,127,4,131,UNLV
2002,Raheem Brock,Raheem,Brock,DE,76,257,4.93,34,115,7,238,Temple
2002,Sheldon Brown,Sheldon,Brown,CB,70,196,4.47,36.5,120,2,59,South Carolina
2002,Antonio Bryant,Antonio,Bryant,WR,73,188,4.57,37,121,2,63,Pittsburgh
2002,Courtland Bullard,Courtland,Bullard,OLB,75,234,4.69,36.5,123,5,167,Ohio State
2002,Reche Caldwell,Reche,Caldwell,WR,73,194,4.53,41.5,130,2,48,Florida
2002,Pete Campion,Pete,Campion,OG,76,307,5.26,25.5,88,7,213,North Dakota State
2002,David Carr,David,Carr,QB,76,223,4.67,35,108,1,1,Fresno State
2002,Tim Carter,Tim,Carter,WR,73,190,4.32,39,126,2,46,Auburn
2002,Rock Cartwright,Rock,Cartwright,RB,68,237,4.47,35,116,7,257,Kansas State
2002,Terry Charles,Terry,Charles,WR,75,207,4.52,36.5,122,5,142,Portland State
2002,Reggie Coleman,Reggie,Coleman,OT,77,301,5.23,29,103,6,192,Tennessee
2002,Marc Colombo,Marc,Colombo,OT,80,313,5.27,29.5,101,1,29,Boston College
2002,Keyuo Craver,Keyuo,Craver,CB,71,201,4.62,31,123,4,125,Nebraska
2002,Eric Crouch,Eric,Crouch,RB,73,195,4.47,36,112,3,95,Nebraska
2002,Ronald Curry,Ronald,Curry,QB,74,220,4.59,35,115,7,235,North Carolina
2002,Kevin Curtis,Kevin,Curtis,FS,74,212,4.53,37.5,124,4,127,Texas Tech
2002,Andra Davis,Andra,Davis,ILB,73,244,4.77,31.5,112,5,141,Florida
2002,Andre Davis,Andre,Davis,WR,74,194,4.42,39.5,123,2,47,Virginia Tech
2002,Dorsett Davis,Dorsett,Davis,DT,77,304,5,31,109,3,96,Mississippi State
2002,Ryan Denney,Ryan,Denney,DE,79,276,4.86,33,107,2,61,Brigham Young
2002,Brandon Doman,Brandon,Doman,QB,74,210,4.81,32.5,106,5,163,Brigham Young
2002,Nate Dwyer,Nate,Dwyer,DT,75,313,5.1,31,103,4,113,Kansas
2002,Omar Easy,Omar,Easy,FB,73,244,4.53,40,123,4,107,Penn State
2002,Demarcus Faggins,Demarcus,Faggins,CB,71,178,4.57,36.5,121,6,173,Kansas State
2002,Randy Fasani,Randy,Fasani,QB,76,224,4.77,31.5,106,5,137,Stanford
2002,Levar Fisher,Levar,Fisher,OLB,73,233,4.67,31,110,2,49,North Carolina State
2002,Toniu Fonoti,Toniu,Fonoti,OG,76,349,5.49,28.5,97,2,39,Nebraska
2002,DeShaun Foster,DeShaun,Foster,RB,73,222,4.57,35.5,119,2,34,UCLA
2002,Eddie Freeman,Eddie,Freeman,DT,77,310,4.91,34.5,111,2,43,UAB
2002,Scott Fujita,Scott,Fujita,OLB,78,248,4.64,42,122,5,143,California
2002,David Garrard,David,Garrard,QB,74,235,4.82,33.5,111,4,108,East Carolina
2002,David Givens,David,Givens,WR,73,217,4.56,40.5,126,7,253,Notre Dame
2002,LaVar Glover,LaVar,Glover,CB,70,177,4.59,37,117,7,212,Cincinnati
2002,Lamar Gordon,Lamar,Gordon,RB,73,214,4.55,34,119,3,84,North Dakota State
2002,Daniel Graham,Daniel,Graham,TE,75,248,4.64,36,118,1,21,Colorado
2002,Charles Grant,Charles,Grant,DE,75,282,4.69,31,118,1,25,Georgia
2002,Jarvis Green,Jarvis,Green,DE,75,272,4.87,31,109,4,126,LSU
2002,William Green,William,Green,RB,73,221,4.6,42,121,1,16,Boston College
2002,Andre Gurode,Andre,Gurode,OG,77,316,5.34,30.5,100,2,37,Colorado
2002,Carlos Hall,Carlos,Hall,DE,76,259,4.67,40,129,7,240,Arkansas
2002,Ryan Hannam,Ryan,Hannam,TE,75,251,4.69,30.5,113,5,169,Northern Iowa
2002,Alan Harper,Alan,Harper,DT,74,295,5.27,30.5,104,4,121,Fresno State
2002,Joey Harrington,Joey,Harrington,QB,76,215,4.89,32,112,1,3,Oregon
2002,Napoleon Harris,Napoleon,Harris,OLB,75,253,4.55,34,115,1,23,Northwestern
2002,Tyreo Harrison,Tyreo,Harrison,ILB,74,238,4.87,40,118,6,198,Notre Dame
2002,Herb Haygood,Herb,Haygood,WR,73,193,4.45,33,114,5,144,Michigan State
2002,Verron Haynes,Verron,Haynes,FB,70,224,4.78,31.5,117,5,166,Georgia
2002,Keith Heinrich,Keith,Heinrich,TE,78,255,4.77,35,120,6,174,Sam Houston State
2002,Eric Heitmann,Eric,Heitmann,OG,76,305,5.22,28,103,7,239,Stanford
2002,John Henderson,John,Henderson,DT,79,306,4.87,27.5,110,1,9,Tennessee
2002,Leonard Henry,Leonard,Henry,RB,73,206,4.57,35,113,7,241,East Carolina
2002,Charles Hill,Charles,Hill,DT,74,293,5.06,33.5,113,3,83,Maryland
2002,Matt Hill,Matt,Hill,OT,78,300,5.33,28.5,101,5,171,Boise State
2002,Javin Hunter,Javin,Hunter,WR,71,186,4.47,41,129,6,206,Notre Dame
2002,Quentin Jammer,Quentin,Jammer,CB,73,204,4.49,36,124,1,5,Texas
2002,Joseph Jefferson,Joseph,Jefferson,CB,73,205,4.39,39.5,121,3,74,Western Kentucky
2002,Dennis Johnson,Dennis,Johnson,DE,77,258,4.82,35.5,119,3,98,Kentucky
2002,Kyle Johnson,Kyle,Johnson,FB,73,242,4.74,34,119,5,145,Syracuse
2002,Ron Johnson,Ron,Johnson,WR,75,225,4.7,34.5,118,4,123,Minnesota
2002,Doug Jolley,Doug,Jolley,TE,76,251,4.6,38,117,2,55,Brigham Young
2002,Terry Jones,Terry,Jones,TE,75,265,4.79,33.5,111,5,155,Alabama
2002,Brett Keisel,Brett,Keisel,DE,77,279,4.89,33.5,107,7,242,Brigham Young
2002,Kyle Kosier,Kyle,Kosier,OT,77,293,5.09,29.5,108,7,248,Arizona State
2002,Ben Leber,Ben,Leber,OLB,75,244,4.62,32.5,114,3,71,Kansas State
2002,Michael Lewis,Michael,Lewis,SS,73,211,4.6,36.5,122,2,58,Colorado
2002,Aaron Lockett,Aaron,Lockett,WR,68,155,4.31,35,119,7,254,Kansas State
2002,Omare Lowe,Omare,Lowe,CB,73,196,4.58,35.5,118,5,161,Washington
2002,Chris Luzar,Chris,Luzar,TE,79,270,4.76,32.5,115,4,118,Virginia
2002,Wesly Mallard,Wesly,Mallard,SS,74,221,4.49,41,122,6,188,Oregon
2002,Jamar Martin,Jamar,Martin,FB,71,245,4.89,32,108,4,129,Ohio State
2002,Lee Mays,Lee,Mays,WR,73,190,4.55,32.5,119,6,202,UTEP
2002,Jason McAddley,Jason,McAddley,WR,74,203,4.47,36.5,123,5,149,Alabama
2002,Josh McCown,Josh,McCown,QB,76,223,4.59,38.5,120,3,81,Sam Houston State
2002,Jon McGraw,Jon,McGraw,SS,75,208,4.5,39.5,126,2,57,Kansas State
2002,Seth McKinney,Seth,McKinney,OC,76,300,4.97,33.5,105,3,90,Texas A&M
2002,Randy McMichael,Randy,McMichael,TE,75,247,4.88,29.5,112,4,114,Georgia
2002,Freddie Milons,Freddie,Milons,WR,70,190,4.51,33.5,114,5,162,Alabama
2002,Mel Mitchell,Mel,Mitchell,FS,73,220,4.55,35,128,5,150,Western Kentucky
2002,Quincy Monk,Quincy,Monk,ILB,76,250,4.82,33.5,113,7,245,North Carolina
2002,Derrius Monroe,Derrius,Monroe,DE,76,269,4.56,31.5,111,7,224,Virginia Tech
2002,Maurice Morris,Maurice,Morris,RB,73,208,4.53,36.5,119,2,54,Oregon
2002,Larry Ned,Larry,Ned,RB,71,219,4.62,34.5,120,6,197,San Diego State
2002,Kendall Newson,Kendall,Newson,WR,74,200,4.69,33.5,117,7,222,Middle Tennessee State
2002,Willie Offord,Willie,Offord,SS,74,215,4.61,35,117,3,70,South Carolina
2002,J.T. OSullivan,J.T.,OSullivan,QB,74,223,4.88,29,107,6,186,UC Davis
2002,Will Overstreet,Will,Overstreet,DE,75,259,4.65,32.5,116,3,80,Tennessee
2002,John Owens,John,Owens,TE,75,265,4.77,38.5,117,5,138,Notre Dame
2002,Anton Palepoi,Anton,Palepoi,DE,75,279,4.81,33.5,114,2,60,UNLV
2002,Justin Peelle,Justin,Peelle,TE,77,255,4.75,29,110,4,103,Oregon
2002,Scott Peters,Scott,Peters,OC,75,300,5.07,33.5,97,4,124,Arizona State
2002,Adrian Peterson,Adrian,Peterson,RB,70,214,4.68,34,119,6,199,Georgia Southern
2002,Jermaine Phillips,Jermaine,Phillips,FS,73,214,4.66,31.5,115,5,157,Georgia
2002,Chester Pitts,Chester,Pitts,OT,76,320,5.22,30,106,2,50,San Diego State
2002,Kris Richard,Kris,Richard,CB,71,186,4.47,39.5,120,3,85,USC
2002,Nick Rogers,Nick,Rogers,OLB,74,251,4.73,36,117,6,177,Georgia Tech
2002,Victor Rogers,Victor,Rogers,OG,78,331,5.57,25,93,7,259,Colorado
2002,Robert Royal,Robert,Royal,TE,77,253,4.97,31,114,5,160,LSU
2002,Josh Scobey,Josh,Scobey,RB,73,218,4.42,40.5,124,6,185,Kansas State
2002,Greg Scott,Greg,Scott,DE,76,268,4.9,32.5,110,7,234,Hampton
2002,Kendall Simmons,Kendall,Simmons,OG,75,311,5.3,28.5,98,1,30,Auburn
2002,Raonall Smith,Raonall,Smith,OLB,74,244,4.53,42,125,2,38,Washington State
2002,Steve Smith,Steve,Smith,SS,73,193,4.62,30.5,110,7,246,Oregon
2002,John Stamper,John,Stamper,DE,76,265,4.98,36.5,112,6,193,South Carolina
2002,Travis Stephens,Travis,Stephens,RB,68,194,4.6,32,121,4,119,Tennessee
2002,Ben Taylor,Ben,Taylor,ILB,74,236,4.83,35.5,120,4,111,Virginia Tech
